id,nome,regiao,umidade,velocidade_vento,temperatura,nivel_fumaca,nivel_risco,data_medicao,latitude,longitude,estado
41017,Foco #41017,Cerrado,38,17.6,40.1,42,critico,2025-03-10 23:30:00+00,-131357,-478149,TOCANTINS
41018,Foco #41018,Caatinga,41,5.3,42.4,38,alto,2025-03-10 23:30:00+00,-38384,-415729,PIAUÍ
41019,Foco #41019,Cerrado,24,15.5,39.4,62,critico,2025-03-10 23:30:00+00,-129663,-509815,MATO GROSSO
41020,Foco #41020,Cerrado,42,22.9,32.2,31,baixo,2025-03-10 23:30:00+00,-51965,-450768,MARANHÃO
41021,Foco #41021,Cerrado,24,19.9,38.8,40,critico,2025-03-10 23:30:00+00,-90821,-480252,TOCANTINS
41022,Foco #41022,Amazônia,56,17.9,34.5,32,baixo,2025-03-10 23:30:00+00,-43197,-480908,PARÁ
41023,Foco #41023,Cerrado,30,10.1,33.2,93,critico,2025-03-10 23:30:00+00,-46133,-431594,MARANHÃO
41024,Foco #41024,Caatinga,59,22,40.6,96,baixo,2025-03-10 23:30:00+00,-38572,-415719,PIAUÍ
41025,Foco #41025,Amazônia,46,24.2,31.9,88,alto,2025-03-10 23:30:00+00,-93464,-545201,PARÁ
41026,Foco #41026,Cerrado,40,13.6,38.5,95,critico,2025-03-10 23:30:00+00,-99398,-502091,TOCANTINS
41027,Foco #41027,Cerrado,21,6.9,37,33,critico,2025-03-10 23:30:00+00,-44443,-43263,MARANHÃO
41028,Foco #41028,Cerrado,47,23.1,38.1,39,medio,2025-03-10 23:30:00+00,-142131,-460596,GOIÁS
41029,Foco #41029,Cerrado,31,23.3,31.2,40,critico,2025-03-10 23:30:00+00,-46135,-431361,MARANHÃO
41030,Foco #41030,Cerrado,52,12,40.8,81,medio,2025-03-10 23:30:00+00,-119343,-463472,TOCANTINS
41031,Foco #41031,Cerrado,49,12.8,41.1,74,alto,2025-03-10 23:30:00+00,-99396,-502304,TOCANTINS
41032,Foco #41032,Cerrado,49,21.2,34.6,50,baixo,2025-03-10 23:30:00+00,-118963,-463299,TOCANTINS
41033,Foco #41033,Amazônia,54,10.2,40.1,84,baixo,2025-03-10 23:30:00+00,-123813,-544603,MATO GROSSO
41034,Foco #41034,Cerrado,24,13.9,41.1,92,alto,2025-03-10 23:30:00+00,-99393,-502518,TOCANTINS
41035,Foco #41035,Amazônia,23,10.3,44.5,76,medio,2025-03-10 23:30:00+00,-87589,-499139,PARÁ
41036,Foco #41036,Cerrado,39,14.9,44.3,80,baixo,2025-03-10 23:30:00+00,-59774,-434824,MARANHÃO
41037,Foco #41037,Cerrado,51,21,31.3,73,medio,2025-03-10 23:30:00+00,-99584,-502286,TOCANTINS
41038,Foco #41038,Cerrado,24,22,35,64,medio,2025-03-10 23:30:00+00,-44258,-432408,MARANHÃO
41039,Foco #41039,Cerrado,51,10.5,32.4,96,alto,2025-03-10 23:30:00+00,-170698,-462622,MINAS GERAIS
41040,Foco #41040,Cerrado,46,12,39.9,73,alto,2025-03-10 23:40:00+00,-49538,-450921,MARANHÃO
41041,Foco #41041,Cerrado,54,8.2,32.5,79,critico,2025-03-10 23:40:00+00,-63073,-442656,MARANHÃO
41042,Foco #41042,Cerrado,34,7,37.9,94,alto,2025-03-10 23:40:00+00,-51965,-450768,MARANHÃO
41043,Foco #41043,Cerrado,35,6.1,42.9,75,baixo,2025-03-10 23:40:00+00,-118963,-463299,TOCANTINS
41044,Foco #41044,Amazônia,21,7.3,42.5,92,medio,2025-03-10 23:40:00+00,-123813,-544603,MATO GROSSO
41045,Foco #41045,Cerrado,57,12.3,35.9,69,baixo,2025-03-10 23:40:00+00,-4954,-450694,MARANHÃO
41046,Foco #41046,Amazônia,29,18.8,44.1,88,baixo,2025-03-10 23:40:00+00,-93464,-545201,PARÁ
41047,Foco #41047,Cerrado,60,13,42.4,60,medio,2025-03-10 23:40:00+00,-170654,-43361,MINAS GERAIS
41048,Foco #41048,Amazônia,21,6.3,34.9,98,critico,2025-03-10 23:40:00+00,-89613,-486691,TOCANTINS
41049,Foco #41049,Amazônia,22,17.2,31.6,67,alto,2025-03-10 23:40:00+00,-101207,-523409,MATO GROSSO
41050,Foco #41050,Cerrado,24,9.1,36.2,52,medio,2025-03-10 23:40:00+00,-49541,-450468,MARANHÃO
41051,Foco #41051,Cerrado,48,23.2,32.2,50,critico,2025-03-10 23:40:00+00,-44845,-428631,MARANHÃO
41052,Foco #41052,Cerrado,34,20.9,31.3,44,alto,2025-03-10 23:40:00+00,-157297,-462707,MINAS GERAIS
41053,Foco #41053,Amazônia,41,8.1,30.3,84,alto,2025-03-10 23:40:00+00,-26883,-483899,PARÁ
41054,Foco #41054,Cerrado,34,10,30.2,44,medio,2025-03-10 23:40:00+00,-129471,-509838,MATO GROSSO
41055,Foco #41055,Caatinga,48,10.3,42.3,53,alto,2025-03-10 23:40:00+00,-38572,-415719,PIAUÍ
41056,Foco #41056,Cerrado,26,20.2,42.8,59,critico,2025-03-10 23:40:00+00,-119151,-463499,TOCANTINS
41057,Foco #41057,Amazônia,28,7.8,40.2,43,baixo,2025-03-10 23:40:00+00,-93274,-545418,PARÁ
41058,Foco #41058,Amazônia,44,20.5,34.7,38,alto,2025-03-10 23:40:00+00,-93276,-545215,PARÁ
41059,Foco #41059,Cerrado,34,13.3,41.7,97,critico,2025-03-10 23:40:00+00,-99393,-502518,TOCANTINS
41060,Foco #41060,Amazônia,34,12,38,68,alto,2025-03-10 23:40:00+00,-43197,-480908,PARÁ
41061,Foco #41061,Cerrado,43,23.2,39.3,41,medio,2025-03-10 23:40:00+00,-119343,-463472,TOCANTINS
41062,Foco #41062,Amazônia,55,9.9,41.8,100,medio,2025-03-10 23:40:00+00,-86136,-549961,PARÁ
41063,Foco #41063,Amazônia,20,24.1,44.3,71,alto,2025-03-10 23:40:00+00,-100067,-600173,MATO GROSSO
41064,Foco #41064,Cerrado,30,12.2,32.2,65,medio,2025-03-10 23:40:00+00,-4632,-431583,MARANHÃO
41065,Foco #41065,Cerrado,27,12.6,34.8,35,medio,2025-03-10 23:40:00+00,-46133,-431594,MARANHÃO
41066,Foco #41066,Cerrado,36,22.5,39.5,30,critico,2025-03-10 23:40:00+00,-120314,-451901,BAHIA
41067,Foco #41067,Cerrado,48,23,35.1,79,critico,2025-03-10 23:40:00+00,-13996,-481987,GOIÁS
41068,Foco #41068,Amazônia,53,8.9,41.9,47,medio,2025-03-10 23:40:00+00,-29014,-507142,PARÁ
41069,Foco #41069,Cerrado,60,17.8,41.9,31,baixo,2025-03-10 23:40:00+00,-139965,-481763,GOIÁS
41070,Foco #41070,Amazônia,38,16,42.8,74,critico,2025-03-10 23:40:00+00,-127865,-56959,MATO GROSSO
41071,Foco #41071,Cerrado,42,10.7,35.5,65,alto,2025-03-10 23:40:00+00,-74616,-468542,MARANHÃO
41072,Foco #41072,Cerrado,48,18.5,38,86,critico,2025-03-10 23:40:00+00,-44445,-432397,MARANHÃO
41073,Foco #41073,Cerrado,33,15.9,34.6,80,alto,2025-03-10 23:40:00+00,-115072,-467446,TOCANTINS
41074,Foco #41074,Cerrado,31,10.7,44.8,89,baixo,2025-03-10 23:40:00+00,-82128,-468084,TOCANTINS
41075,Foco #41075,Amazônia,40,24.2,37.2,99,baixo,2025-03-10 23:40:00+00,-93462,-545404,PARÁ
41076,Foco #41076,Cerrado,60,15,31.6,88,baixo,2025-03-10 23:40:00+00,-68678,-44494,MARANHÃO
41077,Foco #41077,Cerrado,46,17.1,30.6,35,critico,2025-03-10 23:40:00+00,-74803,-468526,MARANHÃO
41078,Foco #41078,Cerrado,37,6.4,42.5,55,critico,2025-03-10 23:40:00+00,-131357,-478149,TOCANTINS
41079,Foco #41079,Cerrado,32,21.8,32.1,67,medio,2025-03-10 23:40:00+00,-82316,-468066,TOCANTINS
41080,Foco #41080,Cerrado,59,22.6,35.8,65,baixo,2025-03-10 23:40:00+00,-157292,-462939,MINAS GERAIS
41081,Foco #41081,Mata Atlântica,47,5.1,34.4,30,baixo,2025-03-10 23:40:00+00,-196804,-446182,MINAS GERAIS
41082,Foco #41082,Cerrado,44,9,37.3,31,critico,2025-03-10 23:40:00+00,-99584,-502286,TOCANTINS
41083,Foco #41083,Cerrado,45,22.6,39.3,78,medio,2025-03-10 23:40:00+00,-78593,-482037,TOCANTINS
41084,Foco #41084,Cerrado,25,12.9,42.8,61,alto,2025-03-10 23:40:00+00,-99582,-502499,TOCANTINS
41085,Foco #41085,Cerrado,49,6.9,36.8,36,critico,2025-03-10 23:40:00+00,-133221,-481439,GOIÁS
41086,Foco #41086,Cerrado,22,8.2,38.1,98,critico,2025-03-10 23:40:00+00,-129663,-509815,MATO GROSSO
41087,Foco #41087,Cerrado,20,20.9,36.6,67,medio,2025-03-10 23:40:00+00,-119147,-463726,TOCANTINS
41088,Foco #41088,Cerrado,23,15,30.7,49,critico,2025-03-10 23:40:00+00,-46135,-431361,MARANHÃO
41089,Foco #41089,Cerrado,35,21.6,38.2,75,medio,2025-03-10 23:40:00+00,-118959,-463526,TOCANTINS
41090,Foco #41090,Cerrado,20,6.3,33,61,medio,2025-03-10 23:40:00+00,-170704,-462388,MINAS GERAIS
41091,Foco #41091,Cerrado,49,17.1,41.9,57,alto,2025-03-10 23:40:00+00,-68865,-444923,MARANHÃO
41092,Foco #41092,Cerrado,26,21.7,38.8,31,alto,2025-03-10 23:40:00+00,-99396,-502304,TOCANTINS
41093,Foco #41093,Cerrado,53,23.2,41.6,40,baixo,2025-03-10 23:40:00+00,-170855,-433564,MINAS GERAIS
41094,Foco #41094,Cerrado,40,5,31.9,79,critico,2025-03-10 23:40:00+00,-170861,-433319,MINAS GERAIS
41095,Foco #41095,Amazônia,33,18.4,37.6,83,alto,2025-03-10 23:40:00+00,-42781,-488677,PARÁ
41096,Foco #41096,Cerrado,32,11.7,30,90,medio,2025-03-10 23:40:00+00,-170897,-462581,MINAS GERAIS
41097,Foco #41097,Caatinga,21,11.8,30.6,50,medio,2025-03-10 23:40:00+00,-38384,-415729,PIAUÍ
41098,Foco #41098,Cerrado,47,19.1,40.3,67,alto,2025-03-10 23:40:00+00,-68774,-472334,MARANHÃO
41099,Foco #41099,Cerrado,41,13.2,35.1,67,alto,2025-03-10 23:40:00+00,-59774,-434824,MARANHÃO
41100,Foco #41100,Cerrado,28,7.9,31.7,38,alto,2025-03-10 23:40:00+00,-135912,-481709,GOIÁS
41101,Foco #41101,Cerrado,53,17.5,32.3,44,alto,2025-03-10 23:40:00+00,-170903,-462347,MINAS GERAIS
41102,Foco #41102,Amazônia,45,15.9,31.9,46,critico,2025-03-10 23:40:00+00,-8961,-486908,TOCANTINS
41103,Foco #41103,Mata Atlântica,30,19,34.7,81,medio,2025-03-10 23:40:00+00,-196811,-445938,MINAS GERAIS
41104,Foco #41104,Cerrado,24,10.1,36.4,41,baixo,2025-03-10 23:40:00+00,-156019,-524888,MATO GROSSO
41105,Foco #41105,Amazônia,25,6.8,33.2,96,medio,2025-03-10 23:40:00+00,-86322,-549949,PARÁ
41106,Foco #41106,Cerrado,41,23.1,38.5,78,alto,2025-03-10 23:40:00+00,-54849,-440982,MARANHÃO
41107,Foco #41107,Amazônia,45,11.8,44.7,31,baixo,2025-03-10 23:40:00+00,-29013,-507351,PARÁ
41108,Foco #41108,Cerrado,56,23,41.2,43,alto,2025-03-10 23:40:00+00,-133225,-481216,GOIÁS
41109,Foco #41109,Cerrado,33,10.9,43,75,baixo,2025-03-10 23:50:00+00,-45033,-42862,MARANHÃO
41110,Foco #41110,Caatinga,33,8.5,42.7,39,medio,2025-03-10 23:50:00+00,-38572,-415719,PIAUÍ
41111,Foco #41111,Amazônia,47,6.2,34.7,88,medio,2025-03-10 23:50:00+00,-93274,-545418,PARÁ
41112,Foco #41112,Cerrado,60,23,37.5,33,baixo,2025-03-10 23:50:00+00,-54849,-440982,MARANHÃO
41113,Foco #41113,Amazônia,54,23.2,44.2,68,alto,2025-03-10 23:50:00+00,-29013,-507351,PARÁ
41114,Foco #41114,Amazônia,40,13.4,30.9,77,baixo,2025-03-10 23:50:00+00,-89613,-486691,TOCANTINS
41115,Foco #41115,Cerrado,32,12.3,36.2,79,medio,2025-03-10 23:50:00+00,-142321,-460794,GOIÁS
41116,Foco #41116,Cerrado,33,5.5,37.5,57,baixo,2025-03-10 23:50:00+00,-44658,-428643,PIAUÍ
41117,Foco #41117,Cerrado,49,10.9,33.5,48,medio,2025-03-10 23:50:00+00,-139965,-481763,GOIÁS
41118,Foco #41118,Cerrado,57,13.5,42.8,53,baixo,2025-03-10 23:50:00+00,-51965,-450768,MARANHÃO
41119,Foco #41119,Cerrado,27,10.5,31.3,40,critico,2025-03-10 23:50:00+00,-142325,-460563,BAHIA
41120,Foco #41120,Cerrado,50,17.2,30,34,medio,2025-03-10 23:50:00+00,-78593,-482037,TOCANTINS
41121,Foco #41121,Mata Atlântica,53,9.8,34,95,alto,2025-03-10 23:50:00+00,-196811,-445938,MINAS GERAIS
41122,Foco #41122,Cerrado,35,22.4,43,48,baixo,2025-03-10 23:50:00+00,-74616,-468542,MARANHÃO
41123,Foco #41123,Cerrado,41,7.2,42.9,98,alto,2025-03-10 23:50:00+00,-68774,-472334,MARANHÃO
41124,Foco #41124,Cerrado,47,8.6,39.4,79,critico,2025-03-10 23:50:00+00,-99393,-502518,TOCANTINS
41125,Foco #41125,Amazônia,40,18.6,43.7,80,alto,2025-03-10 23:50:00+00,-86138,-54976,PARÁ
41126,Foco #41126,Cerrado,41,22.5,36.2,43,alto,2025-03-10 23:50:00+00,-99582,-502499,TOCANTINS
41127,Foco #41127,Cerrado,20,24.8,44.7,51,medio,2025-03-10 23:50:00+00,-170654,-43361,MINAS GERAIS
41128,Foco #41128,Cerrado,25,17.4,30.6,62,critico,2025-03-10 23:50:00+00,-170855,-433564,MINAS GERAIS
41129,Foco #41129,Cerrado,29,6.5,30.6,49,baixo,2025-03-10 23:50:00+00,-131357,-478149,TOCANTINS
41130,Foco #41130,Cerrado,28,13.6,40.4,96,critico,2025-03-10 23:50:00+00,-13996,-481987,GOIÁS
41131,Foco #41131,Amazônia,47,8.6,30.8,37,critico,2025-03-10 23:50:00+00,-93089,-545229,PARÁ
41132,Foco #41132,Cerrado,46,23.9,39.5,41,critico,2025-03-10 23:50:00+00,-148076,-492923,GOIÁS
41133,Foco #41133,Cerrado,40,21.7,32.5,93,medio,2025-03-10 23:50:00+00,-170903,-462347,MINAS GERAIS
41134,Foco #41134,Cerrado,49,9.7,37.1,42,medio,2025-03-10 23:50:00+00,-99584,-502286,TOCANTINS
41135,Foco #41135,Cerrado,56,19.1,36.1,91,medio,2025-03-10 23:50:00+00,-61232,-459363,MARANHÃO
41136,Foco #41136,Cerrado,34,14,35.5,97,critico,2025-03-10 23:50:00+00,-139766,-482016,GOIÁS
41137,Foco #41137,Cerrado,34,9.7,42.9,94,medio,2025-03-10 23:50:00+00,-170861,-433319,MINAS GERAIS
41138,Foco #41138,Cerrado,46,21.1,42.1,66,medio,2025-03-10 23:50:00+00,-131353,-478373,TOCANTINS
41139,Foco #41139,Amazônia,41,6.2,38.4,49,medio,2025-03-10 23:50:00+00,-26883,-483899,PARÁ
41140,Foco #41140,Cerrado,22,13.6,45,49,baixo,2025-03-10 23:50:00+00,-4954,-450694,MARANHÃO
41141,Foco #41141,Amazônia,24,18.9,42.5,69,alto,2025-03-10 23:50:00+00,-93464,-545201,PARÁ
41142,Foco #41142,Cerrado,23,13.8,43,49,medio,2025-03-10 23:50:00+00,-46133,-431594,MARANHÃO
41143,Foco #41143,Cerrado,45,21.4,32.2,71,critico,2025-03-10 23:50:00+00,-115072,-467446,TOCANTINS
41144,Foco #41144,Amazônia,56,7.2,44.7,90,alto,2025-03-10 23:50:00+00,-28829,-507356,PARÁ
41145,Foco #41145,Cerrado,25,16.5,31.3,88,alto,2025-03-10 23:50:00+00,-170897,-462581,MINAS GERAIS
41146,Foco #41146,Cerrado,27,14.6,33.7,97,critico,2025-03-10 23:50:00+00,-139771,-481793,GOIÁS
41147,Foco #41147,Cerrado,48,23.9,43.5,62,critico,2025-03-10 23:50:00+00,-129663,-509815,MATO GROSSO
41148,Foco #41148,Cerrado,46,21.1,40,95,alto,2025-03-10 23:50:00+00,-14827,-492893,GOIÁS
41149,Foco #41149,Caatinga,42,5.4,33.6,89,baixo,2025-03-10 23:50:00+00,-38384,-415729,PIAUÍ
41150,Foco #41150,Amazônia,20,23.2,33.2,43,critico,2025-03-10 23:50:00+00,-123813,-544603,MATO GROSSO
41151,Foco #41151,Cerrado,59,17.4,43.7,85,baixo,2025-03-10 23:50:00+00,-82316,-468066,TOCANTINS
41152,Foco #41152,Cerrado,58,6.6,43.9,90,medio,2025-03-10 23:50:00+00,-133422,-480965,GOIÁS
41153,Foco #41153,Cerrado,35,24.3,41.5,63,medio,2025-03-10 23:50:00+00,-99396,-502304,TOCANTINS
41154,Foco #41154,Mata Atlântica,33,12.4,44.8,97,critico,2025-03-10 23:50:00+00,-196804,-446182,MINAS GERAIS
41155,Foco #41155,Amazônia,48,14.7,36.2,75,alto,2025-03-10 23:50:00+00,-86322,-549949,PARÁ
41156,Foco #41156,Cerrado,34,11.3,44.5,95,medio,2025-03-10 23:50:00+00,-133225,-481216,GOIÁS
41157,Foco #41157,Amazônia,45,22.4,40.4,68,medio,2025-03-10 23:50:00+00,-53663,-472283,MARANHÃO
41158,Foco #41158,Amazônia,38,6.9,42.7,52,alto,2025-03-10 23:50:00+00,-43197,-480908,PARÁ
41159,Foco #41159,Cerrado,41,24.4,43.6,47,medio,2025-03-10 23:50:00+00,-44844,-428866,MARANHÃO
41160,Foco #41160,Cerrado,34,12.9,30.4,94,medio,2025-03-10 23:50:00+00,-115069,-467671,TOCANTINS
41161,Foco #41161,Cerrado,38,9.2,44.5,86,alto,2025-03-10 23:50:00+00,-133229,-480993,GOIÁS
41162,Foco #41162,Cerrado,31,23.7,31.3,37,medio,2025-03-10 23:50:00+00,-46135,-431361,MARANHÃO
41163,Foco #41163,Amazônia,26,9.4,37.7,70,critico,2025-03-10 23:50:00+00,-124003,-544584,MATO GROSSO
41164,Foco #41164,Amazônia,55,19.4,43.5,69,baixo,2025-03-10 23:50:00+00,-8961,-486908,TOCANTINS
41165,Foco #41165,Amazônia,27,6,31,70,alto,2025-03-10 23:50:00+00,-93276,-545215,PARÁ
41166,Foco #41166,Cerrado,51,14,30.3,42,alto,2025-03-10 23:50:00+00,-49726,-450683,MARANHÃO
41167,Foco #41167,Cerrado,32,12.9,40.1,69,alto,2025-03-10 23:50:00+00,-133221,-481439,GOIÁS
41168,Foco #41168,Cerrado,24,14.2,38.6,93,medio,2025-03-10 23:50:00+00,-44847,-428396,PIAUÍ
41169,Foco #41169,Cerrado,36,6.6,39.6,100,medio,2025-03-10 23:50:00+00,-51967,-450541,MARANHÃO
41170,Foco #41170,Cerrado,33,12.9,38.6,68,baixo,2025-03-10 23:50:00+00,-44845,-428631,MARANHÃO
41171,Foco #41171,Mata Atlântica,59,7.8,40.4,32,medio,2025-03-10 23:50:00+00,-2276523,-4530217,SÃO PAULO
41172,Foco #41172,Mata Atlântica,28,9.7,35.9,72,alto,2025-03-10 23:50:00+00,-1961024,-4503749,MINAS GERAIS
41173,Foco #41173,Mata Atlântica,46,24.4,33.9,50,alto,2025-03-10 23:50:00+00,-2120106,-4310873,MINAS GERAIS
41174,Foco #41174,Mata Atlântica,44,14.5,34.4,69,alto,2025-03-10 23:50:00+00,-1968917,-4460585,MINAS GERAIS
41175,Foco #41175,Cerrado,30,9.9,43.7,49,alto,2025-03-10 23:50:00+00,-201018,-4464054,MINAS GERAIS
41176,Foco #41176,Mata Atlântica,29,19.9,39.1,57,critico,2025-03-10 23:50:00+00,-1969168,-4463177,MINAS GERAIS
41177,Foco #41177,Mata Atlântica,46,7,39.5,56,medio,2025-03-10 23:50:00+00,-1967496,-4460773,MINAS GERAIS
41178,Foco #41178,Mata Atlântica,26,5,30.1,37,alto,2025-03-10 23:50:00+00,-2120177,-4312536,MINAS GERAIS
41179,Foco #41179,Mata Atlântica,33,24.4,31.4,56,medio,2025-03-10 23:50:00+00,-2119971,-4310361,MINAS GERAIS
41180,Foco #41180,Mata Atlântica,34,19.5,30.6,59,critico,2025-03-10 23:50:00+00,-201333,-4400734,MINAS GERAIS
41181,Foco #41181,Mata Atlântica,44,21.6,32.3,34,alto,2025-03-10 23:50:00+00,-2118554,-4513103,MINAS GERAIS
41182,Foco #41182,Cerrado,44,12.9,43,37,alto,2025-03-10 23:50:00+00,-195624,-4423792,MINAS GERAIS
41183,Foco #41183,Mata Atlântica,45,7.3,35.2,68,alto,2025-03-10 23:50:00+00,-2193939,-4660669,MINAS GERAIS
41184,Foco #41184,Mata Atlântica,31,20.3,36.2,51,medio,2025-03-10 23:50:00+00,-1921846,-420548,MINAS GERAIS
41185,Foco #41185,Mata Atlântica,58,15,36.1,59,medio,2025-03-10 23:50:00+00,-1960951,-4504279,MINAS GERAIS
41186,Foco #41186,Mata Atlântica,34,10.4,41.6,67,critico,2025-03-10 23:50:00+00,-1962494,-4503581,MINAS GERAIS
41187,Foco #41187,Cerrado,38,17,31.3,77,alto,2025-03-10 23:50:00+00,-118963,-463299,TOCANTINS
41188,Foco #41188,Cerrado,50,14.1,33.6,60,baixo,2025-03-10 23:50:00+00,-119143,-463953,TOCANTINS
41189,Foco #41189,Cerrado,41,5.7,37.2,30,critico,2025-03-10 23:50:00+00,-118959,-463526,TOCANTINS
41190,Foco #41190,Cerrado,31,13.7,41,32,baixo,2025-03-10 23:50:00+00,-118956,-463753,TOCANTINS
41191,Foco #41191,Cerrado,47,7.3,33.6,90,baixo,2025-03-10 23:50:00+00,-119147,-463726,TOCANTINS
41192,Foco #41192,Cerrado,22,14.5,33.3,75,medio,2025-03-10 23:50:00+00,-119151,-463499,TOCANTINS
41193,Foco #41193,Cerrado,35,21.8,39.7,63,alto,2025-03-10 23:50:00+00,-119155,-463272,TOCANTINS
41194,Foco #41194,Cerrado,28,12.2,32.7,42,alto,2025-03-10 23:50:00+00,-119339,-463699,TOCANTINS
41195,Foco #41195,Cerrado,32,24.1,43.1,36,baixo,2025-03-10 23:50:00+00,-119343,-463472,TOCANTINS
41196,Foco #41196,Cerrado,39,18.1,39.4,92,medio,2025-03-10 23:52:00+00,-1190473,-4637308,TOCANTINS
41197,Foco #41197,Cerrado,20,8.3,34.5,37,alto,2025-03-10 23:52:00+00,-1687639,-4412613,MINAS GERAIS
41198,Foco #41198,Cerrado,29,5.8,38.3,39,medio,2025-03-10 23:52:00+00,-1595431,-4332981,MINAS GERAIS
41199,Foco #41199,Caatinga,49,22.8,36.3,93,critico,2025-03-10 23:52:00+00,-1330053,-4056417,BAHIA
41200,Foco #41200,Cerrado,28,6.7,31.2,33,baixo,2025-03-10 23:52:00+00,-1191619,-4634418,TOCANTINS
41201,Foco #41201,Cerrado,50,16.5,37.1,98,critico,2025-03-10 23:52:00+00,-1191781,-4633904,TOCANTINS
41202,Foco #41202,Cerrado,49,14.7,36,69,alto,2025-03-10 23:52:00+00,-1313517,-4782138,TOCANTINS
41203,Foco #41203,Cerrado,32,8,39.2,92,baixo,2025-03-10 23:52:00+00,-1675552,-4395695,MINAS GERAIS
41204,Foco #41204,Cerrado,26,9.6,41.4,35,baixo,2025-03-10 23:52:00+00,-1252951,-4598209,BAHIA
41205,Foco #41205,Cerrado,32,10.5,45,36,critico,2025-03-10 23:52:00+00,-1204189,-4520216,BAHIA
41206,Foco #41206,Cerrado,46,15.7,42.8,83,critico,2025-03-10 23:52:00+00,-1149714,-4500164,BAHIA
41207,Foco #41207,Cerrado,54,11.7,45,95,baixo,2025-03-10 23:52:00+00,-1210547,-4345139,BAHIA
41208,Foco #41208,Cerrado,43,17.9,36.1,91,critico,2025-03-10 23:52:00+00,-1400431,-4817958,GOIÁS
41209,Foco #41209,Cerrado,44,19,34.9,92,critico,2025-03-10 23:52:00+00,-1423165,-4605452,BAHIA
41210,Foco #41210,Mata Atlântica,56,22.6,30.9,83,baixo,2025-03-10 23:52:00+00,-1851195,-4205739,MINAS GERAIS
41211,Foco #41211,Cerrado,43,5.3,42.7,54,baixo,2025-03-10 23:52:00+00,-1419284,-4612195,GOIÁS
41212,Foco #41212,Cerrado,22,8.2,39.2,49,baixo,2025-03-10 23:52:00+00,-1144698,-4349774,BAHIA
41213,Foco #41213,Cerrado,36,14.4,31.8,98,baixo,2025-03-10 23:52:00+00,-139328,-4819067,GOIÁS
41214,Foco #41214,Cerrado,48,13.9,45,55,medio,2025-03-10 23:52:00+00,-1492257,-4690629,GOIÁS
41215,Foco #41215,Cerrado,27,18.4,43,32,critico,2025-03-10 23:52:00+00,-1333148,-4813967,GOIÁS
41216,Foco #41216,Cerrado,43,5,42.5,52,medio,2025-03-10 23:52:00+00,-1340177,-4368395,BAHIA
41217,Foco #41217,Mata Atlântica,45,7.1,30.8,87,alto,2025-03-10 23:52:00+00,-1872441,-4161575,MINAS GERAIS
41218,Foco #41218,Cerrado,21,8.6,38,51,critico,2025-03-10 23:52:00+00,-1190301,-4633867,TOCANTINS
41219,Foco #41219,Cerrado,48,7.3,34.9,71,baixo,2025-03-10 23:52:00+00,-1192364,-4639278,TOCANTINS
41220,Foco #41220,Cerrado,40,7.2,41.7,59,baixo,2025-03-10 23:52:00+00,-1709261,-4627257,MINAS GERAIS
41221,Foco #41221,Cerrado,29,23.1,36.5,87,medio,2025-03-10 23:52:00+00,-1190899,-4639449,TOCANTINS
41222,Foco #41222,Cerrado,51,9.6,31.6,92,critico,2025-03-10 23:52:00+00,-1398471,-4818742,GOIÁS
41223,Foco #41223,Cerrado,22,6.6,31.6,80,alto,2025-03-10 23:52:00+00,-1707378,-4624187,MINAS GERAIS
41224,Foco #41224,Cerrado,35,24.7,33.7,48,baixo,2025-03-10 23:52:00+00,-1179004,-4682608,TOCANTINS
41225,Foco #41225,Cerrado,47,18.7,37.2,66,medio,2025-03-10 23:52:00+00,-1193546,-4636536,TOCANTINS
41226,Foco #41226,Caatinga,50,18.8,40.6,63,baixo,2025-03-10 23:52:00+00,-1295182,-4241508,BAHIA
41227,Foco #41227,Cerrado,51,23.4,44.6,31,alto,2025-03-10 23:52:00+00,-1332744,-4809989,GOIÁS
41228,Foco #41228,Cerrado,40,17.6,35.9,43,medio,2025-03-10 23:52:00+00,-17077,-4627417,MINAS GERAIS
41229,Foco #41229,Cerrado,32,24.3,40.6,33,alto,2025-03-10 23:52:00+00,-1408209,-4426318,BAHIA
41230,Foco #41230,Cerrado,52,12.9,36.2,78,critico,2025-03-10 23:52:00+00,-1207673,-4800606,TOCANTINS
41231,Foco #41231,Cerrado,55,13.6,35.3,55,baixo,2025-03-10 23:52:00+00,-1146234,-4515467,BAHIA
41232,Foco #41232,Cerrado,20,18.3,37.5,30,critico,2025-03-10 23:52:00+00,-1675616,-4397295,MINAS GERAIS
41233,Foco #41233,Cerrado,54,23.3,39.1,72,medio,2025-03-10 23:52:00+00,-13987,-4818065,GOIÁS
41234,Foco #41234,Mata Atlântica,32,18.5,42.3,93,baixo,2025-03-10 23:52:00+00,-1581201,-4261747,MINAS GERAIS
41235,Foco #41235,Cerrado,25,19.6,35.8,32,baixo,2025-03-10 23:52:00+00,-1423429,-4608924,GOIÁS
41236,Foco #41236,Cerrado,28,20.2,42.8,33,critico,2025-03-10 23:52:00+00,-1358519,-4817924,GOIÁS
41237,Foco #41237,Caatinga,28,11.6,30.5,73,alto,2025-03-10 23:52:00+00,-1106186,-4094549,BAHIA
41238,Foco #41238,Cerrado,51,7.3,42.2,95,critico,2025-03-10 23:52:00+00,-1193095,-4634391,TOCANTINS
